caseid,age_5,age_10,gender,marital,how_often_rushed,health,mental_health,annual_income,household_income
8472,50 to 54,45 to 54,Female,Married,... about once a week?,... good?,... good?,Not stated,Not stated
8473,65 to 69,65 to 74,Male,Married,... less than once a month?,... poor?,... good?,"$30,000 to $39,999","$50,000 to $59,999"
8474,55 to 59,55 to 64,Male,Divorced,... about once a week?,... very good?,... excellent?,"$40,000 to $49,999","$40,000 to $49,999"
8475,45 to 49,45 to 54,Female,Married,... less than once a month?,... good?,... excellent?,"$20,000 to $29,999","$50,000 to $59,999"
8476,40 to 44,35 to 44,Female,Living common-law,... every day?,... very good?,... fair?,"$80,000 to $99,999","$150,000 or more"
8477,35 to 39,35 to 44,Female,Single (Never married),... every day?,... good?,... very good?,"$30,000 to $39,999","$100,000 to $149,999"
8478,15 to 17,15 to 24,Female,Single (Never married),... every day?,... good?,... very good?,"Less than $5,000",Don't know
8479,45 to 49,45 to 54,Female,Married,... every day?,... very good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
8480,25 to 29,25 to 34,Female,Living common-law,... every day?,... fair?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
8481,45 to 49,45 to 54,Female,Living common-law,... a few times a week?,... good?,... good?,No income,Not stated
8482,50 to 54,45 to 54,Male,Living common-law,... about once a week?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
8483,35 to 39,35 to 44,Female,Single (Never married),... every day?,... fair?,... fair?,"$20,000 to $29,999","$20,000 to $29,999"
8484,55 to 59,55 to 64,Female,Divorced,... every day?,... poor?,... poor?,"$10,000 to $14,999","$10,000 to $14,999"
8485,55 to 59,55 to 64,Female,Married,... every day?,... very good?,... good?,Not stated,Not stated
8486,65 to 69,65 to 74,Male,Married,... less than once a month?,... very good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
8487,30 to 34,25 to 34,Female,Married,... every day?,... good?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
8488,75 to 79,75 years and over,Male,Married,... about once a week?,... good?,... good?,Not stated,Not stated
8489,60 to 64,55 to 64,Female,Widowed,... every day?,... very good?,... very good?,"$40,000 to $49,999","$80,000 to $99,999"
8490,65 to 69,65 to 74,Male,Married,... about once a week?,... very good?,... very good?,"$5,000 to $9,999","$50,000 to $59,999"
8491,70 to 74,65 to 74,Female,Married,... about once a month?,... good?,... very good?,"$5,000 to $9,999","$30,000 to $39,999"
8492,60 to 64,55 to 64,Male,Married,... a few times a week?,... fair?,... good?,Not stated,Don't know
8493,35 to 39,35 to 44,Female,Married,... every day?,... excellent?,... good?,Not stated,Not stated
8494,25 to 29,25 to 34,Male,Married,... a few times a week?,... good?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
8495,55 to 59,55 to 64,Male,Married,... a few times a week?,... good?,... excellent?,"$80,000 to $99,999","$150,000 or more"
8496,60 to 64,55 to 64,Female,Divorced,... about once a month?,... fair?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
8497,25 to 29,25 to 34,Female,Divorced,... every day?,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
8498,35 to 39,35 to 44,Female,Divorced,... every day?,... good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
8499,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... excellent?,... excellent?,No income,Don't know
8500,35 to 39,35 to 44,Female,Married,... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$40,000 to $49,999"
8501,55 to 59,55 to 64,Female,Married,... about once a week?,... good?,... good?,"$5,000 to $9,999","$5,000 to $9,999"
8502,50 to 54,45 to 54,Female,Single (Never married),... a few times a week?,... very good?,... very good?,Not stated,Not stated
8503,70 to 74,65 to 74,Female,Widowed,... less than once a month?,... very good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
8504,65 to 69,65 to 74,Female,Divorced,... never,... excellent?,... good?,Don't know,Don't know
8505,40 to 44,35 to 44,Female,Married,... every day?,... good?,... good?,"$30,000 to $39,999","$60,000 to $79,999"
8506,50 to 54,45 to 54,Male,Divorced,... about once a month?,... excellent?,... excellent?,Not stated,Not stated
8507,25 to 29,25 to 34,Female,Separated,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8508,40 to 44,35 to 44,Male,Married,... every day?,... fair?,... good?,Not stated,Not stated
8509,40 to 44,35 to 44,Female,Separated,... a few times a week?,... very good?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
8510,30 to 34,25 to 34,Male,Married,... every day?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
8511,45 to 49,45 to 54,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
8512,25 to 29,25 to 34,Female,Living common-law,... every day?,... good?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
8513,60 to 64,55 to 64,Female,Divorced,... less than once a month?,... fair?,... good?,"Less than $5,000","Less than $5,000"
8514,50 to 54,45 to 54,Female,Married,... a few times a week?,... excellent?,... excellent?,"$5,000 to $9,999","$60,000 to $79,999"
8515,25 to 29,25 to 34,Female,Single (Never married),... a few times a week?,... very good?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
8516,80 years and over,75 years and over,Male,Married,... about once a week?,... good?,... good?,"$10,000 to $14,999","$40,000 to $49,999"
8517,60 to 64,55 to 64,Male,Married,... a few times a week?,... very good?,... excellent?,"$100,000 or more","$150,000 or more"
8518,60 to 64,55 to 64,Female,Married,... every day?,... very good?,... good?,"$10,000 to $14,999","$30,000 to $39,999"
8519,35 to 39,35 to 44,Male,Married,... a few times a week?,... very good?,... good?,"$80,000 to $99,999","$80,000 to $99,999"
8520,45 to 49,45 to 54,Male,Single (Never married),... about once a week?,... good?,... very good?,"$5,000 to $9,999","$5,000 to $9,999"
8521,25 to 29,25 to 34,Male,Single (Never married),... a few times a week?,... very good?,... good?,"$40,000 to $49,999","$80,000 to $99,999"
8522,30 to 34,25 to 34,Female,Married,... every day?,... very good?,... good?,"$20,000 to $29,999","$40,000 to $49,999"
8523,35 to 39,35 to 44,Female,Married,... about once a week?,... excellent?,... very good?,"Less than $5,000","$60,000 to $79,999"
8524,30 to 34,25 to 34,Female,Single (Never married),... every day?,... fair?,... fair?,"$5,000 to $9,999","$5,000 to $9,999"
8525,35 to 39,35 to 44,Female,Married,... less than once a month?,... very good?,... very good?,"$20,000 to $29,999",Not stated
8526,30 to 34,25 to 34,Female,Single (Never married),... every day?,... good?,... poor?,"$10,000 to $14,999","$10,000 to $14,999"
8527,60 to 64,55 to 64,Male,Not stated,... never,... fair?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8528,40 to 44,35 to 44,Male,Living common-law,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8529,25 to 29,25 to 34,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
8530,40 to 44,35 to 44,Female,Married,... about once a week?,... good?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
8531,65 to 69,65 to 74,Male,Married,... never,... good?,... fair?,"$80,000 to $99,999","$80,000 to $99,999"
8532,30 to 34,25 to 34,Male,Single (Never married),... a few times a week?,... good?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
8533,60 to 64,55 to 64,Female,Married,... every day?,... excellent?,... very good?,"$60,000 to $79,999","$80,000 to $99,999"
8534,75 to 79,75 years and over,Female,Widowed,... never,... very good?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
8535,45 to 49,45 to 54,Female,Married,... every day?,... good?,... good?,"$60,000 to $79,999","$80,000 to $99,999"
8536,50 to 54,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,No income,"$150,000 or more"
8537,18 to 19,15 to 24,Male,Single (Never married),... a few times a week?,... good?,... excellent?,"$5,000 to $9,999",Don't know
8538,60 to 64,55 to 64,Female,Married,... about once a week?,... good?,... good?,"Less than $5,000","$30,000 to $39,999"
8539,55 to 59,55 to 64,Female,Separated,... every day?,... very good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
8540,55 to 59,55 to 64,Male,Single (Never married),... never,... excellent?,... good?,Don't know,Don't know
8541,50 to 54,45 to 54,Female,Married,... every day?,... good?,... very good?,"$20,000 to $29,999","$80,000 to $99,999"
8542,60 to 64,55 to 64,Female,Married,... a few times a week?,... poor?,... very good?,"Less than $5,000","$40,000 to $49,999"
8543,45 to 49,45 to 54,Male,Divorced,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
8544,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8545,80 years and over,75 years and over,Female,Married,... about once a month?,... fair?,... good?,Not stated,Not stated
8546,65 to 69,65 to 74,Male,Married,... never,... fair?,... good?,"$20,000 to $29,999","$30,000 to $39,999"
8547,45 to 49,45 to 54,Female,Single (Never married),... every day?,... good?,... good?,"$5,000 to $9,999","$5,000 to $9,999"
8548,30 to 34,25 to 34,Female,Married,... a few times a week?,... very good?,... good?,Don't know,"$100,000 to $149,999"
8549,35 to 39,35 to 44,Male,Single (Never married),... every day?,... very good?,... fair?,"$40,000 to $49,999","$40,000 to $49,999"
8550,50 to 54,45 to 54,Male,Married,... about once a month?,... very good?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
8551,60 to 64,55 to 64,Female,Divorced,... a few times a week?,... fair?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
8552,65 to 69,65 to 74,Male,Married,... every day?,... very good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
8553,25 to 29,25 to 34,Female,Single (Never married),... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8554,30 to 34,25 to 34,Female,Married,... every day?,... good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
8555,55 to 59,55 to 64,Female,Widowed,... never,... very good?,... very good?,Not stated,Not stated
8556,65 to 69,65 to 74,Male,Married,... a few times a week?,... excellent?,... excellent?,"$100,000 or more","$150,000 or more"
8557,75 to 79,75 years and over,Male,Divorced,... never,... good?,... excellent?,"$10,000 to $14,999","$10,000 to $14,999"
8558,18 to 19,15 to 24,Male,Single (Never married),... a few times a week?,... fair?,... very good?,No income,"$100,000 to $149,999"
8559,15 to 17,15 to 24,Male,Single (Never married),... about once a week?,... excellent?,... excellent?,"$5,000 to $9,999",Don't know
8560,20 to 24,15 to 24,Male,Married,... about once a week?,... good?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
8561,35 to 39,35 to 44,Female,Married,... a few times a week?,... good?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
8562,80 years and over,75 years and over,Male,Single (Never married),... every day?,... fair?,... very good?,Don't know,Don't know
8563,55 to 59,55 to 64,Female,Married,... every day?,... very good?,... very good?,"$10,000 to $14,999",Don't know
8564,60 to 64,55 to 64,Female,Married,... less than once a month?,... excellent?,... excellent?,"$30,000 to $39,999","$80,000 to $99,999"
8565,50 to 54,45 to 54,Female,Married,... every day?,... good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8566,55 to 59,55 to 64,Male,Married,... about once a week?,... very good?,... excellent?,"$100,000 or more","$150,000 or more"
8567,40 to 44,35 to 44,Male,Married,... every day?,... excellent?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
8568,25 to 29,25 to 34,Female,Married,... a few times a week?,... very good?,... very good?,"$15,000 to $19,999","$50,000 to $59,999"
8569,18 to 19,15 to 24,Female,Single (Never married),... a few times a week?,... fair?,... good?,"$15,000 to $19,999","$60,000 to $79,999"
8570,25 to 29,25 to 34,Female,Single (Never married),... every day?,Not stated,Not stated,Not stated,Not stated
8571,70 to 74,65 to 74,Female,Married,... about once a week?,... good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
8572,50 to 54,45 to 54,Female,Single (Never married),... every day?,... very good?,... very good?,"$5,000 to $9,999","$5,000 to $9,999"
8573,50 to 54,45 to 54,Female,Married,... every day?,... excellent?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
8574,75 to 79,75 years and over,Female,Widowed,... about once a week?,... fair?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
8575,30 to 34,25 to 34,Male,Married,... about once a week?,... good?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
8576,30 to 34,25 to 34,Female,Single (Never married),... less than once a month?,... good?,... very good?,"$40,000 to $49,999",Don't know
8577,25 to 29,25 to 34,Female,Married,... every day?,... excellent?,... very good?,"$10,000 to $14,999","$20,000 to $29,999"
8578,40 to 44,35 to 44,Female,Married,... every day?,... good?,... good?,"Less than $5,000","$50,000 to $59,999"
8579,60 to 64,55 to 64,Female,Divorced,... every day?,... poor?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
8580,20 to 24,15 to 24,Female,Single (Never married),... about once a week?,... very good?,... very good?,"$20,000 to $29,999",Don't know
8581,50 to 54,45 to 54,Male,Married,... every day?,... excellent?,... excellent?,"$80,000 to $99,999","$100,000 to $149,999"
8582,60 to 64,55 to 64,Female,Widowed,... every day?,... very good?,... excellent?,"$40,000 to $49,999","$40,000 to $49,999"
8583,30 to 34,25 to 34,Female,Single (Never married),... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
8584,40 to 44,35 to 44,Male,Married,... a few times a week?,... very good?,... excellent?,"$100,000 or more","$100,000 to $149,999"
8585,70 to 74,65 to 74,Female,Divorced,... less than once a month?,... poor?,... fair?,"$30,000 to $39,999","$30,000 to $39,999"
8586,60 to 64,55 to 64,Female,Married,... a few times a week?,... very good?,... fair?,"Less than $5,000","$30,000 to $39,999"
8587,25 to 29,25 to 34,Female,Married,... every day?,... very good?,... very good?,"$40,000 to $49,999","$100,000 to $149,999"
8588,65 to 69,65 to 74,Female,Divorced,... about once a week?,... excellent?,... excellent?,"$50,000 to $59,999","$50,000 to $59,999"
8589,45 to 49,45 to 54,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
8590,50 to 54,45 to 54,Female,Married,... every day?,... fair?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
8591,70 to 74,65 to 74,Female,Widowed,... about once a week?,... very good?,... very good?,Not stated,Not stated
8592,55 to 59,55 to 64,Male,Living common-law,... about once a month?,... good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8593,60 to 64,55 to 64,Male,Divorced,... a few times a week?,... excellent?,... very good?,"$80,000 to $99,999","$80,000 to $99,999"
8594,60 to 64,55 to 64,Female,Married,... every day?,... fair?,... good?,"$40,000 to $49,999","$50,000 to $59,999"
8595,20 to 24,15 to 24,Female,Living common-law,... every day?,... good?,... good?,"$20,000 to $29,999","$40,000 to $49,999"
8596,65 to 69,65 to 74,Male,Living common-law,... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
8597,35 to 39,35 to 44,Male,Not stated,... every day?,... good?,... very good?,Not stated,Not stated
8598,40 to 44,35 to 44,Female,Married,... every day?,... good?,... good?,Not stated,Not stated
8599,20 to 24,15 to 24,Female,Single (Never married),... every day?,... very good?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
8600,40 to 44,35 to 44,Female,Married,... every day?,... very good?,... very good?,"$40,000 to $49,999","$150,000 or more"
8601,65 to 69,65 to 74,Female,Married,... about once a month?,... good?,... good?,Not stated,Not stated
8602,65 to 69,65 to 74,Female,Married,... every day?,... poor?,... good?,"$10,000 to $14,999","$20,000 to $29,999"
8603,45 to 49,45 to 54,Female,Divorced,... every day?,... good?,... good?,Not stated,Not stated
8604,80 years and over,75 years and over,Male,Married,... a few times a week?,... excellent?,... excellent?,Not stated,"$30,000 to $39,999"
8605,80 years and over,75 years and over,Female,Married,... a few times a week?,... very good?,Not stated,"$5,000 to $9,999",Not stated
8606,70 to 74,65 to 74,Female,Married,... about once a week?,... good?,... good?,"$10,000 to $14,999","$20,000 to $29,999"
8607,45 to 49,45 to 54,Female,Divorced,... every day?,... good?,... fair?,"$60,000 to $79,999","$80,000 to $99,999"
8608,65 to 69,65 to 74,Female,Single (Never married),... every day?,... good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8609,25 to 29,25 to 34,Female,Single (Never married),... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8610,35 to 39,35 to 44,Male,Married,... a few times a week?,... good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8611,40 to 44,35 to 44,Male,Married,... every day?,... very good?,... good?,"$50,000 to $59,999","$60,000 to $79,999"
8612,60 to 64,55 to 64,Female,Widowed,... about once a week?,... fair?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
8613,30 to 34,25 to 34,Female,Married,... every day?,... fair?,... good?,Don't know,"$100,000 to $149,999"
8614,70 to 74,65 to 74,Female,Widowed,... never,... very good?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
8615,65 to 69,65 to 74,Female,Divorced,... about once a week?,... very good?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
8616,65 to 69,65 to 74,Female,Married,... about once a week?,... very good?,... very good?,"$50,000 to $59,999","$150,000 or more"
8617,65 to 69,65 to 74,Female,Divorced,... never,... good?,... good?,"$15,000 to $19,999","$15,000 to $19,999"
8618,35 to 39,35 to 44,Male,Married,... a few times a week?,... excellent?,... very good?,"$40,000 to $49,999","$100,000 to $149,999"
8619,18 to 19,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... very good?,"$10,000 to $14,999","$100,000 to $149,999"
8620,50 to 54,45 to 54,Female,Single (Never married),... a few times a week?,... very good?,... excellent?,Not stated,Not stated
8621,40 to 44,35 to 44,Female,Married,... a few times a week?,... excellent?,... very good?,"$40,000 to $49,999","$80,000 to $99,999"
8622,50 to 54,45 to 54,Male,Married,... every day?,... excellent?,... excellent?,"$100,000 or more","$150,000 or more"
8623,55 to 59,55 to 64,Female,Married,... about once a week?,... very good?,... very good?,Not stated,Not stated
8624,25 to 29,25 to 34,Male,Married,... about once a month?,... excellent?,... excellent?,"$40,000 to $49,999","$40,000 to $49,999"
8625,60 to 64,55 to 64,Female,Married,... a few times a week?,... good?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
8626,35 to 39,35 to 44,Female,Married,... a few times a week?,... good?,... good?,"$100,000 or more","$150,000 or more"
8627,30 to 34,25 to 34,Male,Married,... every day?,... very good?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
8628,60 to 64,55 to 64,Female,Married,... about once a week?,... good?,... good?,"$10,000 to $14,999","$40,000 to $49,999"
8629,70 to 74,65 to 74,Female,Divorced,... about once a month?,... very good?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
8630,55 to 59,55 to 64,Male,Divorced,... every day?,... excellent?,... very good?,"$100,000 or more","$100,000 to $149,999"
8631,45 to 49,45 to 54,Male,Married,... every day?,... fair?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
8632,30 to 34,25 to 34,Male,Single (Never married),... a few times a week?,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
8633,30 to 34,25 to 34,Male,Married,... every day?,... very good?,... very good?,"$80,000 to $99,999","$150,000 or more"
8634,55 to 59,55 to 64,Male,Single (Never married),... about once a month?,... good?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
8635,25 to 29,25 to 34,Female,Living common-law,... every day?,... very good?,... good?,"$10,000 to $14,999","$20,000 to $29,999"
8636,45 to 49,45 to 54,Male,Married,... every day?,... excellent?,... excellent?,"$80,000 to $99,999","$100,000 to $149,999"
8637,65 to 69,65 to 74,Male,Married,... less than once a month?,... good?,... very good?,"$40,000 to $49,999","$80,000 to $99,999"
8638,55 to 59,55 to 64,Female,Married,... about once a week?,... very good?,... very good?,Not stated,Not stated
8639,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... good?,"$100,000 or more","$150,000 or more"
8640,55 to 59,55 to 64,Female,Married,... every day?,... good?,... excellent?,"$15,000 to $19,999","$60,000 to $79,999"
8641,75 to 79,75 years and over,Female,Widowed,... never,... poor?,... fair?,Don't know,Don't know
8642,60 to 64,55 to 64,Male,Married,... never,... fair?,... good?,"$80,000 to $99,999","$100,000 to $149,999"
8643,40 to 44,35 to 44,Female,Married,... every day?,... good?,... very good?,"$30,000 to $39,999","$40,000 to $49,999"
8644,15 to 17,15 to 24,Male,Single (Never married),... about once a month?,... excellent?,... excellent?,Don't know,Don't know
8645,35 to 39,35 to 44,Male,Living common-law,... every day?,... fair?,... excellent?,"$40,000 to $49,999","$60,000 to $79,999"
8646,40 to 44,35 to 44,Male,Single (Never married),... every day?,... good?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
8647,50 to 54,45 to 54,Female,Separated,... a few times a week?,... excellent?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
8648,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... very good?,No income,"$100,000 to $149,999"
8649,65 to 69,65 to 74,Female,Widowed,... a few times a week?,... good?,... very good?,"$15,000 to $19,999",Don't know
8650,60 to 64,55 to 64,Male,Married,... a few times a week?,... good?,... very good?,"$40,000 to $49,999","$100,000 to $149,999"
8651,60 to 64,55 to 64,Female,Married,... a few times a week?,... very good?,... good?,"$15,000 to $19,999",Don't know
8652,25 to 29,25 to 34,Male,Single (Never married),... a few times a week?,... very good?,... very good?,No income,"$30,000 to $39,999"
8653,50 to 54,45 to 54,Female,Married,... every day?,... very good?,... good?,"$40,000 to $49,999","$60,000 to $79,999"
8654,40 to 44,35 to 44,Male,Single (Never married),... less than once a month?,... poor?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
8655,45 to 49,45 to 54,Female,Living common-law,... about once a month?,... poor?,... fair?,"$20,000 to $29,999",Don't know
8656,25 to 29,25 to 34,Male,Living common-law,... about once a month?,... good?,... fair?,"$30,000 to $39,999","$50,000 to $59,999"
8657,55 to 59,55 to 64,Male,Divorced,... every day?,... good?,... excellent?,"$60,000 to $79,999",Don't know
8658,25 to 29,25 to 34,Female,Single (Never married),... less than once a month?,... good?,... good?,Don't know,Don't know
8659,40 to 44,35 to 44,Male,Married,... about once a week?,... fair?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8660,65 to 69,65 to 74,Female,Widowed,... a few times a week?,... excellent?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
8661,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... very good?,"$40,000 to $49,999","$100,000 to $149,999"
8662,50 to 54,45 to 54,Male,Single (Never married),... every day?,... very good?,... very good?,"$30,000 to $39,999","$40,000 to $49,999"
8663,50 to 54,45 to 54,Male,Married,... every day?,... excellent?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
8664,80 years and over,75 years and over,Female,Single (Never married),... about once a week?,... fair?,... fair?,"$40,000 to $49,999","$40,000 to $49,999"
8665,60 to 64,55 to 64,Male,Married,... about once a week?,... good?,... good?,"$30,000 to $39,999","$50,000 to $59,999"
8666,30 to 34,25 to 34,Male,Married,... a few times a week?,... good?,... very good?,"$10,000 to $14,999",Don't know
8667,45 to 49,45 to 54,Male,Divorced,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8668,45 to 49,45 to 54,Female,Single (Never married),... never,... excellent?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
8669,55 to 59,55 to 64,Female,Married,... less than once a month?,... excellent?,... excellent?,Don't know,"$80,000 to $99,999"
8670,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
8671,30 to 34,25 to 34,Female,Separated,... a few times a week?,... very good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
8672,45 to 49,45 to 54,Female,Living common-law,... every day?,... excellent?,... excellent?,"$10,000 to $14,999","$60,000 to $79,999"
8673,60 to 64,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$60,000 to $79,999"
8674,75 to 79,75 years and over,Female,Widowed,... never,... excellent?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
8675,45 to 49,45 to 54,Female,Single (Never married),... every day?,... fair?,... good?,Not stated,Not stated
8676,80 years and over,75 years and over,Female,Widowed,... every day?,... fair?,... fair?,Don't know,Don't know
8677,80 years and over,75 years and over,Female,Widowed,... a few times a week?,... fair?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
8678,30 to 34,25 to 34,Female,Married,... every day?,... fair?,... fair?,"$15,000 to $19,999","$80,000 to $99,999"
8679,35 to 39,35 to 44,Female,Living common-law,... a few times a week?,... good?,... good?,"$40,000 to $49,999","$80,000 to $99,999"
8680,30 to 34,25 to 34,Female,Married,... every day?,... very good?,... very good?,"$60,000 to $79,999",Not stated
8681,70 to 74,65 to 74,Female,Married,... a few times a week?,... good?,... very good?,"$5,000 to $9,999","$20,000 to $29,999"
8682,60 to 64,55 to 64,Male,Living common-law,... a few times a week?,... very good?,... good?,"$100,000 or more","$100,000 to $149,999"
8683,40 to 44,35 to 44,Male,Married,... a few times a week?,... very good?,... good?,"$100,000 or more","$150,000 or more"
8684,75 to 79,75 years and over,Female,Married,... a few times a week?,... good?,... good?,Don't know,"$30,000 to $39,999"
8685,55 to 59,55 to 64,Male,Married,... a few times a week?,... good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8686,25 to 29,25 to 34,Female,Married,... a few times a week?,... good?,... very good?,"$40,000 to $49,999","$100,000 to $149,999"
8687,15 to 17,15 to 24,Male,Single (Never married),... never,... good?,... good?,No income,Don't know
8688,40 to 44,35 to 44,Male,Living common-law,... a few times a week?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
8689,70 to 74,65 to 74,Male,Married,... about once a week?,... excellent?,... excellent?,"$30,000 to $39,999","$40,000 to $49,999"
8690,45 to 49,45 to 54,Female,Married,... every day?,... very good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
8691,70 to 74,65 to 74,Female,Married,... about once a week?,... fair?,... excellent?,"$20,000 to $29,999","$40,000 to $49,999"
8692,45 to 49,45 to 54,Female,Married,... every day?,... fair?,... good?,No income,"$60,000 to $79,999"
8693,55 to 59,55 to 64,Female,Married,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$60,000 to $79,999"
8694,70 to 74,65 to 74,Male,Widowed,... never,... excellent?,... poor?,"$20,000 to $29,999","$20,000 to $29,999"
8695,45 to 49,45 to 54,Female,Single (Never married),... every day?,... very good?,... fair?,"$80,000 to $99,999","$80,000 to $99,999"
8696,50 to 54,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
8697,50 to 54,45 to 54,Female,Divorced,... less than once a month?,... good?,... good?,"$80,000 to $99,999","$80,000 to $99,999"
8698,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... good?,"$60,000 to $79,999","$150,000 or more"
8699,25 to 29,25 to 34,Female,Single (Never married),... about once a week?,... excellent?,... fair?,"$60,000 to $79,999","$60,000 to $79,999"
8700,60 to 64,55 to 64,Male,Married,... a few times a week?,... fair?,... excellent?,"$20,000 to $29,999","$40,000 to $49,999"
8701,35 to 39,35 to 44,Female,Separated,... every day?,... fair?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
8702,65 to 69,65 to 74,Male,Married,... a few times a week?,... excellent?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
8703,45 to 49,45 to 54,Female,Single (Never married),... about once a week?,... fair?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
8704,40 to 44,35 to 44,Female,Married,... every day?,... excellent?,... excellent?,"$50,000 to $59,999","$100,000 to $149,999"
8705,55 to 59,55 to 64,Male,Divorced,... a few times a week?,... very good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
